geography,geography_id_name,geography_id,geography_name,geography_key
supervisor districts,,nan,SUPERVISORIAL DISTRICT 8,418
zcta,GEOID,102,94102,419
zcta,GEOID,103,94103,420
zcta,GEOID,104,94104,421
zcta,GEOID,105,94105,422
zcta,GEOID,107,94107,423
zcta,GEOID,108,94108,424
zcta,GEOID,109,94109,425
zcta,GEOID,110,94110,426
zcta,GEOID,111,94111,427
zcta,GEOID,112,94112,428
zcta,GEOID,114,94114,429
zcta,GEOID,115,94115,430
zcta,GEOID,116,94116,431
zcta,GEOID,117,94117,432
zcta,GEOID,118,94118,433
zcta,GEOID,121,94121,434
zcta,GEOID,122,94122,435
zcta,GEOID,123,94123,436
zcta,GEOID,124,94124,437
zcta,GEOID,127,94127,438
zcta,GEOID,129,94129,439
zcta,GEOID,130,94130,440
zcta,GEOID,131,94131,441
zcta,GEOID,132,94132,442
zcta,GEOID,133,94133,443
zcta,GEOID,134,94134,444
zcta,GEOID,158,94158,445
tract,GEOID,6075010300,Census Tract 103,446
tract,GEOID,6075010500,Census Tract 105,447
tract,GEOID,6075010600,Census Tract 106,448
tract,GEOID,6075010800,Census Tract 108,449
tract,GEOID,6075011200,Census Tract 112,450
tract,GEOID,6075011300,Census Tract 113,451
tract,GEOID,6075011700,Census Tract 117,452
tract,GEOID,6075011800,Census Tract 118,453
tract,GEOID,6075011901,Census Tract 119.01,454
tract,GEOID,6075011902,Census Tract 119.02,455
tract,GEOID,6075012100,Census Tract 121,456
tract,GEOID,6075012202,Census Tract 122.02,457
tract,GEOID,6075012301,Census Tract 123.01,458
tract,GEOID,6075012302,Census Tract 123.02,459
tract,GEOID,6075012502,Census Tract 125.02,460
tract,GEOID,6075012601,Census Tract 126.01,461
tract,GEOID,6075012602,Census Tract 126.02,462
tract,GEOID,6075012700,Census Tract 127,463
tract,GEOID,6075012901,Census Tract 129.01,464
tract,GEOID,6075012902,Census Tract 129.02,465
tract,GEOID,6075013101,Census Tract 131.01,466
tract,GEOID,6075013102,Census Tract 131.02,467
tract,GEOID,6075013200,Census Tract 132,468
tract,GEOID,6075013300,Census Tract 133,469
tract,GEOID,6075013500,Census Tract 135,470
tract,GEOID,6075015100,Census Tract 151,471
tract,GEOID,6075015300,Census Tract 153,472
tract,GEOID,6075015500,Census Tract 155,473
tract,GEOID,6075015600,Census Tract 156,474
tract,GEOID,6075015801,Census Tract 158.01,475
tract,GEOID,6075015802,Census Tract 158.02,476
tract,GEOID,6075015900,Census Tract 159,477
tract,GEOID,6075016000,Census Tract 160,478
tract,GEOID,6075016200,Census Tract 162,479
tract,GEOID,6075016300,Census Tract 163,480
tract,GEOID,6075016400,Census Tract 164,481
tract,GEOID,6075016500,Census Tract 165,482
tract,GEOID,6075016700,Census Tract 167,483
tract,GEOID,6075016801,Census Tract 168.01,484
tract,GEOID,6075016802,Census Tract 168.02,485
tract,GEOID,6075016900,Census Tract 169,486
tract,GEOID,6075017000,Census Tract 170,487
tract,GEOID,6075017101,Census Tract 171.01,488
tract,GEOID,6075017102,Census Tract 171.02,489
tract,GEOID,6075017700,Census Tract 177,490
tract,GEOID,6075017801,Census Tract 178.01,491
